assoc_type	tissue	drug	nr	nc	mat_size	min_prox	mean_prox_actual	med_prox	max_prox	mean_prox_null	sd_prox	prox_zs
GCN	Liver	fluticasone	27	58	1566	0	5.53512132822478	6	14	5.91511238825033	0.267554795717536	-1.42023640057163
GCN	Liver	fluvastatin	41	58	2378	0	5.83557611438183	6	15	5.92367493692178	0.237565808591052	-0.37083965517784
GCN	Liver	fostamatinib	25	58	1450	0	5.67172413793104	6	13	5.91325448275863	0.285214263264982	-0.846838240355437
GCN	Liver	fulvestrant	29	58	1682	0	5.45065398335315	6	14	5.96210998810939	0.265455053880976	-1.92671413589121
GCN	Liver	gefitinib	35	58	2030	0	5.79261083743842	6	15	5.9628157635468	0.254171016525196	-0.669647265196769
GCN	Liver	iloprost	27	58	1566	0	5.6845466155811	6	14	5.9598109833972	0.274046483753865	-1.00444407841164
GCN	Liver	imatinib	32	58	1856	0	5.89116379310345	6	15	6.00664709051724	0.269162307029747	-0.42904706341749
GCN	Liver	ipratropium	41	58	2378	0	5.7434819175778	6	14	6.09487594617325	0.242040959785804	-1.45179571633834
GCN	Liver	irbesartan	30	58	1740	0	5.83563218390805	6	15	5.81031436781609	0.254845408449461	0.0993457808245398
GCN	Liver	isotretinoin	18	58	1044	0	5.44061302681992	5	12	5.8627653256705	0.315705595785065	-1.33717078343453
GCN	Liver	itraconazole	18	58	1044	0	5.5316091954023	5	13	6.04197030651341	0.326596913306887	-1.56266360861638
GCN	Liver	labetalol	40	58	2320	0	5.43362068965517	5	14	5.84670560344828	0.240405955237913	-1.71828070308953
GCN	Liver	lamivudine	33	58	1914	0	5.88401253918495	6	14	6.05985736677117	0.256536607341718	-0.685457055850071
GCN	Liver	lapatinib	25	58	1450	1	5.54965517241379	5	12	5.83842	0.261046821658097	-1.1061802084088
GCN	Liver	levonorgestrel	29	58	1682	0	5.59334126040428	6	13	5.94746373365042	0.258959221047216	-1.36748354360231
GCN	Liver	lopinavir	31	58	1798	0	6.26696329254728	6	15	6.01790433815351	0.26713265250261	0.932341861095909
GCN	Liver	losartan	25	58	1450	1	5.73310344827586	6	13	5.81193862068966	0.283901627602032	-0.277684820195219
GCN	Liver	lovastatin	38	58	2204	0	5.71597096188748	6	14	5.97993602540835	0.246247905087184	-1.07194846359165
GCN	Liver	lypressin	28	58	1624	0	5.5326354679803	6	13	5.91061083743843	0.263130853867503	-1.43645400720835
GCN	Liver	maprotiline	41	58	2378	0	5.72161480235492	6	15	5.95366904962154	0.239589236772404	-0.968550383951757
GCN	Liver	medrysone	38	58	2204	0	5.54310344827586	6	14	5.93895644283121	0.251951740211236	-1.57114610212046
GCN	Liver	mephentermine	22	58	1276	0	5.69435736677116	6	15	6.03992163009406	0.304001897677629	-1.136717454604
GCN	Liver	mestranol	27	58	1566	0	5.6455938697318	6	14	5.89487803320562	0.277618398868502	-0.897938193181125
GCN	Liver	methylprednisolone	34	58	1972	0	6.4315415821501	6	15	6.02349340770791	0.251809727209811	1.62046231876578
GCN	Liver	metoclopramide	29	58	1682	0	6.03269916765755	6	14	5.88900059453032	0.253590914564271	0.566655052978289
GCN	Liver	metoprolol	16	58	928	0	5.80818965517241	6	14	5.87281142241379	0.315838348953776	-0.204603929369062
GCN	Liver	midostaurin	38	58	2204	0	5.77586206896552	6	14	5.9525939201452	0.230856901223929	-0.765547186342298
GCN	Liver	mifepristone	16	58	928	0	5.89224137931035	6	14	5.79402155172412	0.310021520578954	0.316816159738873
GCN	Liver	mirtazapine	26	58	1508	1	5.56896551724138	5	14	5.72585875331565	0.266042965747718	-0.589728939584325
GCN	Liver	mitotane	37	58	2146	0	7.17241379310345	7	15	6.04997949673812	0.258013549326295	4.35029206526612
GCN	Liver	molsidomine	34	58	1972	0	5.47261663286004	5	14	5.89809787018256	0.254612404085813	-1.6710939078173
GCN	Liver	nadolol	27	58	1566	0	5.65964240102171	6	14	6.08564559386973	0.260023428456634	-1.63832618997664
GCN	Liver	naloxone	34	58	1972	0	5.81541582150102	6	14	5.9277799188641	0.241950129048352	-0.464410156775013
GCN	Liver	nelfinavir	39	58	2262	0	5.62820512820513	5	15	6.01392749778956	0.246436250412297	-1.56520142202741
GCN	Liver	neratinib	40	58	2320	0	5.5051724137931	5	15	5.91567887931035	0.23524835793794	-1.74499184230456
GCN	Liver	niacin	27	58	1566	0	5.76883780332056	6	13	5.78947126436782	0.265501430018591	-0.0777150655867098
GCN	Liver	nicardipine	26	58	1508	0	6.04376657824934	6	15	5.90219429708223	0.277298437987027	0.510541213988855
GCN	Liver	nicotinamide	36	58	2088	0	5.85057471264368	6	15	6.06680028735632	0.252074574518272	-0.85778415028909
GCN	Liver	nifedipine	26	58	1508	1	6.31299734748011	6	15	6.06264920424404	0.275454229528375	0.908855687802322
GCN	Liver	nimodipine	36	58	2088	0	6.13697318007663	6	15	5.9441254789272	0.247941171300143	0.777796201164108
GCN	Liver	nitrendipine	36	58	2088	0	5.58189655172414	6	12	6.01234051724138	0.245953288157025	-1.7501045370958
GCN	Liver	norethisterone	25	58	1450	0	5.7	6	13	5.9927075862069	0.275574858705922	-1.06217086559141
GCN	Liver	norgestimate	34	58	1972	0	6.03752535496957	6	15	5.91894523326573	0.255095103300495	0.464846718614412
GCN	Liver	norgestrel	22	58	1276	0	5.73040752351097	6	14	5.64333463949844	0.284148559238196	0.306434367451916
GCN	Liver	nortriptyline	39	58	2262	0	5.81609195402299	6	15	6.03974712643678	0.254087058087191	-0.880230477291931
GCN	Liver	olaparib	20	58	1160	1	5.8698275862069	6	13	5.96363534482759	0.31477427526971	-0.298015962518894
GCN	Liver	oxybenzone	17	58	986	0	5.66227180527383	6	13	6.02267849898581	0.332589704950096	-1.0836375520585
GCN	Liver	oxymetazoline	22	58	1276	1	5.75626959247649	6	13	5.99370219435736	0.299805792364801	-0.79195468509149
GCN	Liver	palbociclib	31	58	1798	0	5.67853170189099	5	15	5.82026473859845	0.248971291101474	-0.569274618292007
GCN	Liver	panobinostat	29	58	1682	1	5.8858501783591	6	15	5.92699108204519	0.265696638520058	-0.154841641637796
GCN	Liver	paroxetine	25	58	1450	0	5.30896551724138	5	14	5.96811448275862	0.27333740939899	-2.41148464444207
GCN	Liver	pemetrexed	26	58	1508	0	5.80968169761273	6	14	5.76902387267905	0.260601000522612	0.156015613340487
GCN	Liver	pergolide	23	58	1334	1	5.30359820089955	5	13	5.91214842578711	0.297315293121859	-2.04681776876555
GCN	Liver	phenformin	30	58	1740	0	5.80632183908046	6	15	6.00384367816092	0.259647477534644	-0.76073082225151
GCN	Liver	phenolphthalein	31	58	1798	0	5.6523915461624	6	14	6.10424916573971	0.261405003304993	-1.72857295715227
GCN	Liver	pindolol	16	58	928	0	6.03771551724138	6	15	5.93319612068965	0.334346031664116	0.312608455472055
GCN	Liver	pioglitazone	34	58	1972	0	6.02383367139959	6	15	6.02350709939149	0.255308563578649	0.00127912673011151
GCN	Liver	pitavastatin	34	58	1972	0	5.61460446247465	6	17	5.94361916835701	0.253691170762099	-1.29691035322194
GCN	Liver	pizotifen	29	58	1682	0	5.87217598097503	6	14	6.05032342449465	0.268787373813123	-0.662782038428185
GCN	Liver	pravastatin	21	58	1218	0	5.21346469622332	5	12	5.95793596059114	0.289150401828314	-2.57468521454747
GCN	Liver	prednicarbate	24	58	1392	0	5.4698275862069	6	14	5.88952658045976	0.280708230346809	-1.49514317316001
GCN	Liver	prednisone	25	58	1450	0	6.29379310344828	6	15	5.92896758620691	0.285066856739372	1.27978931473931
GCN	Liver	procaterol	33	58	1914	0	7.25862068965517	7	15	5.99273772204807	0.252829384075122	5.00686647731964
GCN	Liver	prochlorperazine	31	58	1798	0	5.47997775305896	5	14	5.7917447163515	0.250814065197798	-1.24302025505098
GCN	Liver	progesterone	27	58	1566	0	6.09961685823755	6	15	5.93847381864623	0.271933059585368	0.592583482997704
GCN	Liver	promethazine	33	58	1914	0	6.54284221525601	6	17	5.96865621734587	0.257462848317985	2.23017030092427
GCN	Liver	propranolol	30	58	1740	0	6.23218390804598	6	15	5.99066609195403	0.267091893730395	0.904249892120425
GCN	Liver	pseudoephedrine	31	58	1798	0	5.91323692992214	6	16	5.91187764182425	0.263315400226989	0.00516220508453994
GCN	Liver	quetiapine	23	58	1334	0	6.08170914542729	6	15	5.92702173913043	0.281546373961778	0.549420701535514
GCN	Liver	quinidine	42	58	2436	0	6.05049261083744	6	15	5.89150205254515	0.229279065535773	0.693436873186682
GCN	Liver	raloxifene	35	58	2030	0	5.53645320197044	6	14	6.03477931034482	0.256490697272212	-1.94286230913673
GCN	Liver	rifampicin	36	58	2088	1	5.61446360153257	5	13	5.79562164750957	0.241417833601534	-0.750392144915051
GCN	Liver	rimexolone	26	58	1508	0	5.81763925729443	6	15	5.9420450928382	0.274511760018983	-0.453189457293803
GCN	Liver	risperidone	32	58	1856	1	5.91325431034483	6	15	5.86069665948276	0.252386478999734	0.208242735785088
GCN	Liver	ropinirole	31	58	1798	0	6.06340378197998	6	17	5.98370355951057	0.257112727397839	0.309981630532385
GCN	Liver	rosiglitazone	22	58	1276	1	5.60344827586207	6	12	6.01641222570533	0.297056015564845	-1.3901888135745
GCN	Liver	rosuvastatin	32	58	1856	0	5.94019396551724	6	14	5.9985161637931	0.256125432717355	-0.227709515830164
GCN	Liver	rucaparib	34	58	1972	0	5.67849898580122	6	14	6.11085344827587	0.257933232221187	-1.67622628054337
GCN	Liver	salmeterol	25	58	1450	0	6.40413793103448	6	15	5.97448137931035	0.27655709793149	1.55359075915154
GCN	Liver	saquinavir	33	58	1914	1	6.70846394984326	6	15	5.97506896551724	0.257339378728257	2.84991355753782
GCN	Liver	sertraline	24	58	1392	0	5.83979885057471	6	14	6.0259367816092	0.29043397215179	-0.640895862338061
GCN	Liver	sildenafil	37	58	2146	0	6.02656104380242	6	15	5.90241891891892	0.249762460339697	0.497040767113911
GCN	Liver	simvastatin	44	58	2552	0	5.9032131661442	6	15	5.8997868338558	0.227008706948581	0.01509339590739
GCN	Liver	sirolimus	41	58	2378	0	5.74936921783011	6	14	6.01219890664425	0.236001556407263	-1.11367777744898
GCN	Liver	sorafenib	36	58	2088	0	6.05842911877395	6	16	5.973688697318	0.252133684432967	0.336093218351709
GCN	Liver	spironolactone	34	58	1972	1	5.75354969574037	6	14	6.00044523326572	0.254373336655042	-0.970603054439495
GCN	Liver	tacrolimus	33	58	1914	1	5.83490073145246	6	13	6.01271473354232	0.264100365768457	-0.673281922849566
GCN	Liver	tadalafil	30	58	1740	0	6.17413793103448	6	15	6.02668793103448	0.25612048017715	0.575705620643901
GCN	Liver	tamoxifen	30	58	1740	0	5.61781609195402	6	13	5.90275574712644	0.264995045680944	-1.0752640844293
GCN	Liver	telmisartan	24	58	1392	0	5.70617816091954	6	12	5.95200215517241	0.288467137679501	-0.85217330552914
GCN	Liver	temsirolimus	45	58	2610	0	6.12298850574713	6	15	5.86757471264368	0.236266598062022	1.08104063459872
GCN	Liver	terazosin	28	58	1624	1	5.81096059113301	6	14	5.91995935960591	0.262292285760994	-0.415562234919185
GCN	Liver	testosterone	39	58	2262	0	5.70291777188329	6	13	5.78691025641026	0.231552735062696	-0.362735877441602
GCN	Liver	thalidomide	27	58	1566	0	5.98020434227331	6	15	6.1564540229885	0.282408845181659	-0.624094052726352
GCN	Liver	thioridazine	20	58	1160	1	5.75344827586207	6	13	6.00697155172415	0.316968131295355	-0.799838377523966
GCN	Liver	tibolone	31	58	1798	0	5.32814238042269	5	12	5.87467463848721	0.24150768512716	-2.26300151805421
GCN	Liver	timolol	30	58	1740	1	6.65919540229885	6	15	6.02197701149426	0.260133462149684	2.44958255481152
GCN	Liver	toremifene	27	58	1566	0	5.50191570881226	6	13	5.88951149425288	0.259283444450492	-1.49487286495312
GCN	Liver	tretinoin	30	58	1740	0	5.88563218390805	6	12	5.99609712643678	0.254944631120989	-0.433289934536047
GCN	Liver	triamcinolone	44	58	2552	0	7.05564263322884	6	15	6.05229427899685	0.23498311389043	4.26987427998694
GCN	Liver	triclosan	37	58	2146	0	5.69384902143523	6	14	5.95755265610438	0.252119120216467	-1.04594857558894
GCN	Liver	trimipramine	30	58	1740	0	5.85402298850575	6	15	5.93822126436783	0.263846501417719	-0.319118409414793
GCN	Liver	troglitazone	32	58	1856	0	5.75592672413793	6	14	5.89841163793102	0.260158629886895	-0.547684748551438
GCN	Liver	valdecoxib	34	58	1972	0	5.70385395537525	6	14	5.99429716024341	0.250539808871041	-1.15926968323688
GCN	Liver	vardenafil	29	58	1682	0	5.28061831153389	5	12	5.90481510107017	0.265610955339366	-2.35004158145042
GCN	Liver	vemurafenib	32	58	1856	0	5.67456896551724	6	14	6.01803771551725	0.262243528716373	-1.30973203297415
GCN	Liver	verapamil	36	58	2088	0	5.68007662835249	6	14	5.88027681992337	0.229453657997782	-0.872508171444431
GCN	Liver	vorinostat	31	58	1798	0	5.42491657397108	5	15	5.92989098998888	0.25525006773134	-1.97835174151375
GCN	Liver	warfarin	28	58	1624	1	6.25800492610838	6	14	5.86124630541872	0.280321964616655	1.41536758003332
GCN	Liver	xanthinol	38	58	2204	1	8.3008166969147	9	15	6.12766606170598	0.253275187498981	8.58019554409554
GCN	Liver	ziprasidone	30	58	1740	0	5.82356321839081	6	14	6.03861954022989	0.263675714703157	-0.815609135946355
GCN	Skeletal_muscle	acitretin	14	30	420	1	4.1452380952381	4	9	3.88489047619047	0.376981442214619	0.690611234118553
GCN	Skeletal_muscle	acyclovir	11	30	330	1	4.64848484848485	4	11	4.07928787878788	0.423650812041169	1.34355217438285
GCN	Skeletal_muscle	afatinib	6	30	180	1	4.96666666666667	5	10	3.96477222222222	0.526959534041452	1.90127396834543
GCN	Skeletal_muscle	alclometasone	11	30	330	1	4.13636363636364	4	8	3.9733303030303	0.43469251642659	0.37505438251747
GCN	Skeletal_muscle	alitretinoin	18	30	540	0	4.54444444444444	4	10	3.94302962962963	0.332756219597929	1.8073736248762
GCN	Skeletal_muscle	alprostadil	9	30	270	1	4.6962962962963	4	11	3.88225555555556	0.457439490683312	1.7795593894282
GCN	Skeletal_muscle	amcinonide	5	30	150	0	4.34	4	9	4.20506666666667	0.631035622661811	0.213828393338809
GCN	Skeletal_muscle	aminoglutethimide	10	30	300	2	4.55	4	10	4.23837333333333	0.469610665361708	0.663585156071031
GCN	Skeletal_muscle	amiodarone	11	30	330	0	5.51818181818182	5.5	12	4.18726666666666	0.446301158091274	2.98210104855469
GCN	Skeletal_muscle	amlodipine	5	30	150	1	4.5	4	9	4.16378	0.608744695193435	0.552316928023763
GCN	Skeletal_muscle	amoxapine	10	30	300	0	4.1	4	9	4.01359000000001	0.432387909796136	0.199843700626898
GCN	Skeletal_muscle	atomoxetine	13	30	390	1	4.2974358974359	4	10	3.63610512820513	0.366656825592711	1.80367778006508
GCN	Skeletal_muscle	atorvastatin	7	30	210	1	5.7952380952381	6	10	4.30552857142858	0.57052940758214	2.61110032894325
GCN	Skeletal_muscle	auranofin	12	30	360	1	5.17222222222222	4	11	4.11413333333333	0.422034312129874	2.50711579243178
GCN	Skeletal_muscle	balsalazide	11	30	330	1	4.69393939393939	4	11	3.83871515151515	0.412945253075171	2.07103541221373
GCN	Skeletal_muscle	belinostat	8	30	240	1	5.075	5	11	3.53025	0.395337382260367	3.90742203827979
GCN	Skeletal_muscle	benzthiazide	3	30	90	2	4.24444444444444	4	8	4.37531111111112	0.832426282464676	-0.157211118177583
GCN	Skeletal_muscle	benzylpenicillin	10	30	300	1	4.27333333333333	4	9	3.94604333333334	0.426097802692858	0.76811003936556
GCN	Skeletal_muscle	betamethasone	13	30	390	0	4.61794871794872	4	10	4.15062307692308	0.435467102186717	1.07315946182604
GCN	Skeletal_muscle	bosutinib	8	30	240	1	4.24166666666667	4	9	3.94191666666667	0.495346392541785	0.605132094455931
GCN	Skeletal_muscle	brinzolamide	15	30	450	1	4.62666666666667	4	10	3.98774444444444	0.376141699048308	1.69862108837918
GCN	Skeletal_muscle	budesonide	9	30	270	1	4.02222222222222	4	8	4.11097777777778	0.493239483262471	-0.17994414187708
GCN	Skeletal_muscle	bupropion	14	30	420	1	4.9	5	11	4.13848333333333	0.397029623058799	1.91803488313992
GCN	Skeletal_muscle	buspirone	13	30	390	1	4.3948717948718	4	9	4.04588461538462	0.410445000856289	0.850265391853006
GCN	Skeletal_muscle	cabergoline	9	30	270	1	4.14074074074074	4	9	4.00121111111111	0.430393924085958	0.324190519013375
GCN	Skeletal_muscle	caffeine	20	30	600	1	4.68	4	11	4.099255	0.367460107002885	1.5804300628352
GCN	Skeletal_muscle	capsaicin	11	30	330	1	4.30606060606061	4	10	4.11279393939394	0.456893991617266	0.423001112320529
GCN	Skeletal_muscle	carvedilol	12	30	360	0	4.56388888888889	4	11	3.87669722222222	0.380036685328492	1.80822455619694
GCN	Skeletal_muscle	celecoxib	4	30	120	1	4.06666666666667	3	9	3.94799166666667	0.619899660758782	0.191442272858703
GCN	Skeletal_muscle	chloroquine	9	30	270	1	4.41111111111111	4	9	3.86982592592593	0.445374454723995	1.21534852177506
GCN	Skeletal_muscle	chlorpromazine	15	30	450	1	4.74666666666667	4	10	4.03732666666667	0.381320929838652	1.86021784930647
GCN	Skeletal_muscle	clomifene	11	30	330	0	4.64242424242424	4	10	4.0294696969697	0.42394717110183	1.44582765786945
GCN	Skeletal_muscle	clonidine	5	30	150	1	4.48666666666667	4	9	3.86114666666667	0.513166620788807	1.21894132365525
GCN	Skeletal_muscle	curcumin	6	30	180	1	4.41111111111111	4	10	4.06725	0.551592414461703	0.623397099190863
GCN	Skeletal_muscle	danazol	2	30	60	2	6.55	6	12	4.34715	1.03520364162574	2.12793880491043
GCN	Skeletal_muscle	dasatinib	10	30	300	1	4.45	4	9	4.07696333333333	0.459729252056368	0.811426867005043
GCN	Skeletal_muscle	desipramine	17	30	510	1	4.3921568627451	4	12	3.91763725490196	0.357362469594094	1.3278383943958
GCN	Skeletal_muscle	desoximetasone	9	30	270	0	4.46666666666667	4	9	4.06363333333333	0.455581525365823	0.884656885526059
GCN	Skeletal_muscle	dexamethasone	10	30	300	2	5.02666666666667	4	11	4.17158333333334	0.465406198194875	1.83728393959912
GCN	Skeletal_muscle	dextromethorphan	4	30	120	2	4.91666666666667	4	10	3.9655	0.57824610937511	1.64491667344647
GCN	Skeletal_muscle	diclofenamide	10	30	300	0	4.48333333333333	4	10	3.67788333333333	0.386819976036046	2.08223476009146
GCN	Skeletal_muscle	dienestrol	7	30	210	0	5.31428571428571	4	12	4.22826666666667	0.533546341942842	2.03547276449209
GCN	Skeletal_muscle	diethylstilbestrol	12	30	360	0	4.50277777777778	4	9	3.85582777777777	0.409019416742239	1.58170975146569
GCN	Skeletal_muscle	diflorasone	10	30	300	1	4.96	4	11	4.04350666666667	0.438689610186059	2.08916124761793
GCN	Skeletal_muscle	digitoxin	10	30	300	1	5.19	5	11	4.17695333333333	0.491917733400832	2.05938228667435
GCN	Skeletal_muscle	digoxin	12	30	360	1	4.74722222222222	4	11	4.11339444444444	0.411682853963529	1.53960207882238
GCN	Skeletal_muscle	dihydroergocristine	9	30	270	0	5.01851851851852	4	10	3.80881481481482	0.43152816130881	2.8033018749801
GCN	Skeletal_muscle	diltiazem	4	30	120	1	4.825	4	10	4.31605833333333	0.707776217689677	0.719071443694389
GCN	Skeletal_muscle	dinoprostone	11	30	330	1	4.6	4	12	3.81951818181818	0.392917777611381	1.98637440872875
GCN	Skeletal_muscle	dipyridamole	7	30	210	2	5.6047619047619	5	10	4.35987142857143	0.55258277317817	2.2528579185169
GCN	Skeletal_muscle	disopyramide	7	30	210	1	4.1047619047619	4	8	4.00947619047619	0.499974552136483	0.190581128336506
GCN	Skeletal_muscle	dobutamine	5	30	150	1	5.42	5	10	4.19434	0.595981732347527	2.05653954387531
GCN	Skeletal_muscle	doconexent	10	30	300	0	4.66	4	12	4.08837666666667	0.452275452064442	1.26388317279684
GCN	Skeletal_muscle	donepezil	11	30	330	1	4.56060606060606	4	10	4.04341515151515	0.40576189445574	1.27461675469707
GCN	Skeletal_muscle	dosulepin	8	30	240	1	4.74166666666667	4	10	4.18121666666667	0.481521266066327	1.16391536469087
GCN	Skeletal_muscle	doxepin	9	30	270	1	4.61111111111111	4	12	3.8871962962963	0.459029613698393	1.57705471109422
GCN	Skeletal_muscle	doxorubicin	10	30	300	1	4.63666666666667	4	10	4.14761333333333	0.440424353057732	1.11041392225019
GCN	Skeletal_muscle	duloxetine	6	30	180	1	3.99444444444444	4	8	3.82855555555556	0.484526140053568	0.342373455579796
GCN	Skeletal_muscle	dydrogesterone	7	30	210	1	4.47619047619048	4	9	3.73207619047619	0.465264869646605	1.59933477522059
GCN	Skeletal_muscle	erlotinib	6	30	180	0	4.24444444444444	4	8	3.89607777777778	0.51474326239567	0.676777516320125
GCN	Skeletal_muscle	escitalopram	12	30	360	0	4.53055555555556	4	12	4.12218055555555	0.433508070230865	0.942023985349407
GCN	Skeletal_muscle	estradiol	14	30	420	0	4.66904761904762	4	10	4.0076119047619	0.40284183703655	1.64192408403129
GCN	Skeletal_muscle	estriol	10	30	300	1	4.82333333333333	4	11	3.85592666666667	0.423958139460874	2.28184477811149
GCN	Skeletal_muscle	etodolac	14	30	420	0	4.78571428571429	4	12	4.09453333333334	0.400956760831493	1.7238291504241
GCN	Skeletal_muscle	etomidate	15	30	450	1	4.67555555555556	4	10	4.08949111111111	0.370724419091811	1.58086280337338
GCN	Skeletal_muscle	everolimus	13	30	390	1	4.65641025641026	4	11	3.89919487179487	0.386982639934853	1.95671667530839
GCN	Skeletal_muscle	fenoldopam	12	30	360	0	4.96111111111111	4	12	3.98798055555556	0.410528980525066	2.37043083855108
GCN	Skeletal_muscle	fenoterol	17	30	510	0	4.74117647058824	4	11	4.11995490196078	0.378490304632472	1.64131435078816
GCN	Skeletal_muscle	fexofenadine	12	30	360	0	5.27222222222222	5	10	4.17302222222222	0.42814700888742	2.56734247158791
GCN	Skeletal_muscle	flecainide	11	30	330	1	4.20606060606061	4	8	3.94901212121212	0.426837369328402	0.602216448979003
GCN	Skeletal_muscle	flunisolide	10	30	300	1	4.99666666666667	5	11	3.97276333333334	0.428178546313426	2.39129994286036
GCN	Skeletal_muscle	fluoxetine	14	30	420	0	4.36666666666667	4	10	4.03300238095238	0.389671841312001	0.856269943937605
GCN	Skeletal_muscle	fluticasone	6	30	180	1	3.77777777777778	3	8	3.60867777777778	0.467021190760955	0.362082071103608
GCN	Skeletal_muscle	fluvastatin	7	30	210	0	4.26666666666667	4	8	4.24173333333334	0.526144415489213	0.0473887636156841
GCN	Skeletal_muscle	fostamatinib	11	30	330	1	4.71515151515152	4	10	3.98647272727273	0.371885171158071	1.95941877867742
GCN	Skeletal_muscle	fulvestrant	8	30	240	0	4.41666666666667	4	9	4.12359166666666	0.488647034643753	0.599768297404435
GCN	Skeletal_muscle	gefitinib	11	30	330	0	4.27272727272727	4	9	3.91482727272727	0.399993468518553	0.89476461034613
GCN	Skeletal_muscle	iloprost	5	30	150	1	4.87333333333333	4	12	3.86399333333333	0.555235471314995	1.81785936264037
GCN	Skeletal_muscle	imatinib	9	30	270	1	4.16296296296296	4	9	3.8851925925926	0.437412706461833	0.635030410106748
GCN	Skeletal_muscle	ipratropium	7	30	210	0	4.66666666666667	4	10	4.10727142857142	0.542257031571926	1.03160531911157
GCN	Skeletal_muscle	irbesartan	6	30	180	1	4.27222222222222	4	9	4.06665555555556	0.525074326742567	0.391500129023535
GCN	Skeletal_muscle	isotretinoin	11	30	330	0	4.28484848484849	4	10	3.87822424242425	0.392105057795485	1.03702881240651
GCN	Skeletal_muscle	itraconazole	6	30	180	1	4.75555555555556	4	10	4.21346666666667	0.610565985318021	0.887846525886201
GCN	Skeletal_muscle	labetalol	8	30	240	0	4.19583333333333	4	8	4.16010416666667	0.483717946806276	0.0738636366555345
GCN	Skeletal_muscle	lamivudine	10	30	300	1	4.92333333333333	4.5	10	4.01653333333333	0.442523229934038	2.0491579620242
GCN	Skeletal_muscle	lapatinib	5	30	150	1	4.42666666666667	4	9	4.01951333333334	0.581898207795269	0.699698551875554
GCN	Skeletal_muscle	levonorgestrel	9	30	270	0	4.37037037037037	4	9	3.96152222222222	0.469082466557601	0.871591196210156
GCN	Skeletal_muscle	lopinavir	12	30	360	1	4.83333333333333	4	11	3.93198333333333	0.407423690448712	2.21231612478721
GCN	Skeletal_muscle	losartan	16	30	480	0	4.46875	4	9	4.02010833333334	0.367902073500117	1.2194594675654
GCN	Skeletal_muscle	lovastatin	14	30	420	1	4.58095238095238	4	10	3.97635238095238	0.382834850430457	1.57927105988442
GCN	Skeletal_muscle	lypressin	6	30	180	1	5.85	6	11	3.92079444444444	0.556932920290792	3.46398190027672
GCN	Skeletal_muscle	maprotiline	8	30	240	1	4.65833333333333	4	9	4.28044166666666	0.547696799021739	0.689965081668608
GCN	Skeletal_muscle	medrysone	9	30	270	1	3.9962962962963	4	9	3.63217777777777	0.394404773254988	0.923210222618483
GCN	Skeletal_muscle	mephentermine	7	30	210	1	5.13809523809524	4	12	4.08639047619048	0.514650893417454	2.04353043073741
GCN	Skeletal_muscle	mestranol	10	30	300	1	4.13333333333333	4	9	3.79197	0.389364498512115	0.876719204338833
GCN	Skeletal_muscle	methylprednisolone	10	30	300	1	4.59333333333333	4	10	4.02539666666667	0.445070278079999	1.27606064623479
GCN	Skeletal_muscle	metoclopramide	7	30	210	1	4.83809523809524	4	9	3.92088095238095	0.482940828178283	1.89922705266843
GCN	Skeletal_muscle	metoprolol	8	30	240	1	4.38333333333333	4	9	3.81000833333333	0.443192493374387	1.29362524991073
GCN	Skeletal_muscle	midostaurin	6	30	180	0	4.87222222222222	4	10	3.90241666666667	0.535751276146736	1.81017871302267
GCN	Skeletal_muscle	mifepristone	9	30	270	0	4.39259259259259	4	10	4.02953333333334	0.456308146075576	0.795644921927643
GCN	Skeletal_muscle	mirtazapine	12	30	360	1	4.63055555555556	4	9	4.06723055555556	0.417574880408701	1.34903948113126
GCN	Skeletal_muscle	mitotane	8	30	240	0	5.3	5	11	4.15885833333334	0.508430212725176	2.24444110146437
GCN	Skeletal_muscle	molsidomine	12	30	360	1	4.425	4	10	3.92041944444445	0.39844381669181	1.26637818035418
GCN	Skeletal_muscle	nadolol	6	30	180	2	4.35	4	9	4.33138333333333	0.613451444285107	0.0303474168006324
GCN	Skeletal_muscle	naloxone	9	30	270	1	4.95555555555556	4	12	3.98557037037037	0.460276880340653	2.10739497597033
GCN	Skeletal_muscle	nelfinavir	6	30	180	0	4.43333333333333	4	9	4.14266111111111	0.569038479524952	0.510812946191057
GCN	Skeletal_muscle	neratinib	16	30	480	1	4.8125	4	11	3.99355416666667	0.361594187042091	2.26482023959639
GCN	Skeletal_muscle	niacin	8	30	240	2	4.49583333333333	4	9	4.07870833333334	0.463717576319693	0.899523807811025
GCN	Skeletal_muscle	nicardipine	9	30	270	1	4.86666666666667	4	11	3.70246296296296	0.418650090836003	2.78085142983944
GCN	Skeletal_muscle	nicotinamide	10	30	300	1	5.15333333333333	5	12	4.02105666666667	0.451141294361966	2.5098049786553
GCN	Skeletal_muscle	nifedipine	6	30	180	1	4.66111111111111	4	12	3.79953333333333	0.509152533603944	1.6921800853651
GCN	Skeletal_muscle	nimodipine	11	30	330	1	4.14545454545455	4	9	3.84295151515151	0.409502210627276	0.738709150897294
GCN	Skeletal_muscle	nitrendipine	15	30	450	1	5.16	4	12	4.07666888888889	0.374205132685592	2.89501937970831
GCN	Skeletal_muscle	norethisterone	7	30	210	0	4.71428571428571	4	10	4.11111428571428	0.500280642868239	1.20566613393892
GCN	Skeletal_muscle	norgestimate	6	30	180	1	4.29444444444444	4	8	4.13373888888888	0.53085245128464	0.302731117030089
